,Date,Date2,Settle,Open,High,Low,Change %,MA,STD,Upper Band,Lower Band,Short Position Stop,Long Position Stop,Short Position Stop Clone,Long Position Stop Clone
843,25/03/2016,"Mar 25, 2016",1.1166,1.1176,1.1189,1.1153,-0.07%,1.10967,0.01353525396877557,1.136740507937551,1.0825994920624489,1.143219,1.064052,1.143219,1.064052
844,28/03/2016,"Mar 28, 2016",1.1196,1.1164,1.1221,1.1154,0.27%,1.111285,0.012669028178958605,1.1366230563579174,1.0859469436420828,1.143219,1.064052,1.143219,1.064052
845,29/03/2016,"Mar 29, 2016",1.1291,1.1198,1.1305,1.1168,0.85%,1.113405,0.011901994580709473,1.137208989161419,1.089601010838581,1.143219,1.064052,1.143219,1.064052
846,30/03/2016,"Mar 30, 2016",1.1338,1.129,1.1366,1.1281,0.42%,1.115755,0.011024585026168874,1.1378041700523378,1.0937058299476623,1.143219,1.064052,1.143219,1.064052
847,31/03/2016,"Mar 31, 2016",1.138,1.1338,1.1413,1.1309,0.37%,1.11787,0.011031776828744188,1.1399335536574884,1.0958064463425115,1.143219,1.064052,1.143219,1.064052
848,01/04/2016,"Apr 01, 2016",1.1387,1.138,1.1439,1.1334,0.06%,1.1197849999999998,0.01115649026348378,1.1420979805269673,1.0974720194730323,1.143219,1.064052,1.143219,1.064052
849,04/04/2016,"Apr 04, 2016",1.1392,1.1393,1.1414,1.1357,0.04%,1.1216749999999998,0.01108340538820081,1.1438418107764015,1.099508189223598,1.143219,1.064052,1.143219,1.064052
850,05/04/2016,"Apr 05, 2016",1.1384,1.1389,1.1406,1.1336,-0.07%,1.1235399999999998,0.01059166653549809,1.144723333070996,1.1023566669290035,1.143219,1.064052,1.143219,1.064052
851,06/04/2016,"Apr 06, 2016",1.1399,1.1384,1.1434,1.1327,0.13%,1.1255399999999998,0.009675918561003955,1.1448918371220076,1.106188162877992,1.143219,1.064052,1.143219,1.064052
852,07/04/2016,"Apr 07, 2016",1.1377,1.1398,1.1455,1.1337,-0.19%,1.1265399999999999,0.009845983952819323,1.1462319679056385,1.1068480320943612,1.143219,1.064052,1.143219,1.064052
853,08/04/2016,"Apr 08, 2016",1.1401,1.1379,1.1421,1.1349,0.21%,1.1277799999999998,0.009913758116837904,1.1476075162336756,1.107952483766324,1.143219,1.064052,1.143219,1.064052
854,11/04/2016,"Apr 11, 2016",1.1408,1.1407,1.1448,1.1373,0.06%,1.1292899999999997,0.009472111696932317,1.1482342233938643,1.110345776606135,1.143219,1.064052,1.143219,1.064052
855,12/04/2016,"Apr 12, 2016",1.1386,1.1408,1.1466,1.1347,-0.19%,1.1306749999999997,0.008673342781140105,1.1480216855622798,1.1133283144377195,1.143219,1.064052,1.143219,1.064052
856,13/04/2016,"Apr 13, 2016",1.1274,1.1385,1.1393,1.1266,-0.98%,1.1309199999999997,0.008506562172767218,1.1479331243455342,1.1139068756544652,1.143219,1.064052,1.143219,1.064052
857,14/04/2016,"Apr 14, 2016",1.1268,1.1274,1.1296,1.1234,-0.05%,1.1306649999999998,0.008549694438934951,1.1477643888778697,1.11356561112213,1.143219,1.064052,1.143219,1.064052
858,15/04/2016,"Apr 15, 2016",1.1283,1.1271,1.1320000000000001,1.1246,0.13%,1.1307299999999998,0.008526494003935904,1.1477829880078716,1.113677011992128,1.143219,1.064052,1.143219,1.064052
859,18/04/2016,"Apr 18, 2016",1.1314,1.1297,1.1334,1.1274,0.27%,1.1310949999999997,0.008390022347953142,1.147875044695906,1.1143149553040934,1.143219,1.064052,1.143219,1.064052
860,19/04/2016,"Apr 19, 2016",1.1358,1.1314,1.1387,1.1302,0.39%,1.1317999999999997,0.008160208330621812,1.1481204166612433,1.115479583338756,1.143219,1.064052,1.143219,1.064052
861,20/04/2016,"Apr 20, 2016",1.1297,1.1356,1.1388,1.1288,-0.54%,1.1323649999999996,0.007583684790334254,1.147532369580668,1.1171976304193312,1.143219,1.064052,1.143219,1.064052
862,21/04/2016,"Apr 21, 2016",1.1288,1.1297,1.1396,1.1272,-0.08%,1.1329349999999996,0.006828270278712205,1.146591540557424,1.119278459442575,1.143219,1.064052,1.143219,1.064052
863,22/04/2016,"Apr 22, 2016",1.1234,1.1291,1.1312,1.122,-0.48%,1.1332749999999998,0.00614116234919278,1.1455573246983854,1.1209926753016142,1.143219,1.064052,1.143219,1.064052
864,25/04/2016,"Apr 25, 2016",1.1266,1.1231,1.128,1.1216,0.28%,1.1336249999999999,0.005519861864135854,1.1446647237282717,1.122585276271728,1.143219,1.064052,1.143219,1.064052
865,26/04/2016,"Apr 26, 2016",1.1299,1.1264,1.1339,1.1255,0.29%,1.1336649999999997,0.0054897427079182125,1.1446444854158362,1.1226855145841632,1.143219,1.064052,1.143219,1.064052
866,27/04/2016,"Apr 27, 2016",1.1321,1.1298,1.1363,1.1274,0.19%,1.1335799999999998,0.005500145452544104,1.144580290905088,1.1225797090949117,1.143219,1.064052,1.143219,1.064052
867,28/04/2016,"Apr 28, 2016",1.1353,1.1320000000000001,1.137,1.1296,0.28%,1.1334449999999996,0.005422589326063911,1.1442901786521273,1.1225998213478718,1.143219,1.064052,1.143219,1.064052
868,29/04/2016,"Apr 29, 2016",1.1456,1.1354,1.1461,1.1335,0.91%,1.1337899999999999,0.005940698612043908,1.1456713972240877,1.121908602775912,1.143219,1.064052,1.143219,1.064052
869,02/05/2016,"May 02, 2016",1.1532,1.1447,1.1539,1.1446,0.66%,1.1344899999999998,0.007223288724614079,1.148936577449228,1.1200434225507716,1.164732,1.064052,1.164732,1.064052
870,03/05/2016,"May 03, 2016",1.1497,1.1533,1.1616,1.1495,-0.30%,1.1350549999999997,0.007915773809245318,1.1508865476184904,1.119223452381509,1.164732,1.064052,1.164732,1.064052
871,04/05/2016,"May 04, 2016",1.1487,1.1496,1.153,1.1467,-0.09%,1.1354949999999997,0.008402468387273597,1.1522999367745468,1.1186900632254526,1.164732,1.064052,1.164732,1.064052
872,05/05/2016,"May 05, 2016",1.1405,1.1486,1.1496,1.1385,-0.71%,1.1356349999999997,0.008461162745103746,1.1525573254902073,1.1187126745097922,1.164732,1.064052,1.164732,1.064052
873,06/05/2016,"May 06, 2016",1.1405,1.1408,1.1479,1.1387,0.00%,1.1356549999999996,0.008472158815740621,1.1525993176314808,1.1187106823685184,1.164732,1.064052,1.164732,1.064052
874,09/05/2016,"May 09, 2016",1.1383,1.1401,1.1422,1.1375,-0.19%,1.1355299999999997,0.008413566425668255,1.1523571328513362,1.1187028671486632,1.164732,1.064052,1.164732,1.064052
875,10/05/2016,"May 10, 2016",1.1372,1.1385,1.1413,1.1361,-0.10%,1.1354599999999997,0.008393533224997233,1.1522470664499942,1.1186729335500052,1.164732,1.064052,1.164732,1.064052
876,11/05/2016,"May 11, 2016",1.1427,1.1373,1.1448,1.1368,0.48%,1.1362249999999998,0.008320990025179043,1.152866980050358,1.1195830199496417,1.164732,1.064052,1.164732,1.064052
877,12/05/2016,"May 12, 2016",1.1377,1.1426,1.1434,1.1368,-0.44%,1.1367699999999998,0.008037978601559394,1.1528459572031187,1.120694042796881,1.164732,1.064052,1.164732,1.064052
878,13/05/2016,"May 13, 2016",1.1308,1.1378,1.1383,1.1284,-0.61%,1.1368949999999998,0.007923917907142034,1.152742835814284,1.1210471641857156,1.164732,1.064052,1.164732,1.064052
879,16/05/2016,"May 16, 2016",1.1320000000000001,1.1311,1.1345,1.1302,0.11%,1.136925,0.007904168204126604,1.1527333364082533,1.1211166635917467,1.164732,1.064052,1.164732,1.064052
880,17/05/2016,"May 17, 2016",1.1314,1.1321,1.135,1.1303,-0.05%,1.1367049999999999,0.007993151756292819,1.1526913035125854,1.1207186964874143,1.164732,1.064052,1.164732,1.064052
881,18/05/2016,"May 18, 2016",1.1217,1.1313,1.1327,1.1212,-0.86%,1.136305,0.008516717384011812,1.1533384347680236,1.1192715652319762,1.164732,1.064052,1.164732,1.064052
882,19/05/2016,"May 19, 2016",1.1203,1.1216,1.123,1.1179,-0.12%,1.1358799999999998,0.00907444764154441,1.1540288952830886,1.117731104716911,1.164732,1.064052,1.164732,1.064052
883,20/05/2016,"May 20, 2016",1.1224,1.1204,1.1239,1.1194,0.19%,1.13583,0.009145550830821018,1.154121101661642,1.1175388983383578,1.164732,1.064052,1.164732,1.064052
884,23/05/2016,"May 23, 2016",1.1219,1.1218,1.1246,1.1187,-0.04%,1.135595,0.00943549018329903,1.154465980366598,1.1167240196334018,1.164732,1.064052,1.164732,1.064052
885,24/05/2016,"May 24, 2016",1.1141,1.1219,1.1228,1.113,-0.70%,1.1348049999999998,0.010482579596603881,1.1557701591932077,1.113839840806792,1.164732,1.064052,1.164732,1.064052
886,25/05/2016,"May 25, 2016",1.1155,1.1141,1.1169,1.1128,0.13%,1.133975,0.011289990035387127,1.1565549800707742,1.1113950199292257,1.164732,1.064052,1.164732,1.064052
887,26/05/2016,"May 26, 2016",1.1194,1.1154,1.1218,1.1144,0.35%,1.1331799999999999,0.01172030716317386,1.1566206143263476,1.1097393856736522,1.164732,1.064052,1.164732,1.064052
888,27/05/2016,"May 27, 2016",1.1115,1.1193,1.1201,1.1107,-0.71%,1.1314749999999996,0.01225752320002505,1.1559900464000497,1.1069599535999495,1.164732,1.064052,1.164732,1.064052
889,30/05/2016,"May 30, 2016",1.1146,1.1117,1.1148,1.1099,0.28%,1.1295449999999996,0.01171159574947671,1.152968191498953,1.1061218085010462,1.164732,1.064052,1.164732,1.064052
890,31/05/2016,"May 31, 2016",1.1132,1.1138,1.1176,1.1123,-0.13%,1.1277199999999996,0.011263995738598672,1.150247991477197,1.1051920085228022,1.164732,1.064052,1.164732,1.064052
891,01/06/2016,"Jun 01, 2016",1.1188,1.1133,1.1198,1.1114,0.50%,1.1262249999999994,0.010325351083579438,1.1468757021671583,1.1055742978328404,1.164732,1.064052,1.164732,1.064052
892,02/06/2016,"Jun 02, 2016",1.1151,1.1189,1.1221,1.1142,-0.33%,1.1249549999999995,0.010049849501319954,1.1450546990026393,1.1048553009973596,1.164732,1.064052,1.164732,1.064052
893,03/06/2016,"Jun 03, 2016",1.1367,1.1152,1.1377,1.1136,1.94%,1.1247649999999996,0.009786637573711496,1.1443382751474225,1.1051917248525767,1.164732,1.064052,1.164732,1.064052
894,06/06/2016,"Jun 06, 2016",1.1355,1.1353,1.1396,1.1328,-0.11%,1.1246249999999995,0.009610456544784022,1.1438459130895675,1.1054040869104316,1.164732,1.064052,1.164732,1.064052
895,07/06/2016,"Jun 07, 2016",1.1358,1.1355,1.1382,1.1338,0.03%,1.1245549999999995,0.009523312186376243,1.143601624372752,1.105508375627247,1.164732,1.064052,1.164732,1.064052
896,08/06/2016,"Jun 08, 2016",1.1394,1.1358,1.1412,1.1349,0.32%,1.1243899999999993,0.009231624992339262,1.142853249984678,1.1059267500153207,1.164732,1.064052,1.164732,1.064052
897,09/06/2016,"Jun 09, 2016",1.1316,1.1399,1.1417,1.1305,-0.68%,1.1240849999999993,0.008880950118043913,1.1418469002360871,1.1063230997639115,1.164732,1.064052,1.164732,1.064052
898,10/06/2016,"Jun 10, 2016",1.1251,1.1317,1.1329,1.1245,-0.57%,1.1237999999999992,0.008751399887971382,1.141302799775942,1.1062972002240565,1.164732,1.064052,1.164732,1.064052
899,13/06/2016,"Jun 13, 2016",1.1292,1.1253,1.1304,1.1233,0.36%,1.1236599999999992,0.008640798574158873,1.140941597148317,1.1063784028516814,1.164732,1.064052,1.164732,1.064052
900,14/06/2016,"Jun 14, 2016",1.1208,1.1293,1.1304,1.1188,-0.74%,1.1231299999999993,0.008473257933002406,1.140076515866004,1.1061834841339946,1.164732,1.064052,1.164732,1.064052
901,15/06/2016,"Jun 15, 2016",1.1259,1.1205,1.1299,1.119,0.46%,1.1233399999999993,0.00848724925987138,1.1403144985197422,1.1063655014802565,1.164732,1.064052,1.164732,1.064052
902,16/06/2016,"Jun 16, 2016",1.1226,1.126,1.1298,1.1132,-0.29%,1.1234549999999992,0.008460819995673396,1.140376639991346,1.1065333600086524,1.164732,1.064052,1.164732,1.064052
903,17/06/2016,"Jun 17, 2016",1.1277,1.1226,1.1299,1.1221,0.45%,1.1237199999999992,0.008506503394414508,1.1407330067888282,1.1067069932111702,1.164732,1.064052,1.164732,1.064052
904,20/06/2016,"Jun 20, 2016",1.1314,1.1285,1.1386,1.1284,0.33%,1.1241949999999992,0.008655545909946027,1.1415060918198912,1.1068839081801072,1.164732,1.064052,1.164732,1.064052
905,21/06/2016,"Jun 21, 2016",1.1242,1.1312,1.1351,1.1241,-0.64%,1.1246999999999994,0.008340743372097063,1.1413814867441936,1.1080185132558051,1.164732,1.064052,1.164732,1.064052
906,22/06/2016,"Jun 22, 2016",1.1297,1.1242,1.1339,1.1236,0.49%,1.1254099999999991,0.00812907743837993,1.141668154876759,1.1091518451232392,1.164732,1.064052,1.164732,1.064052
907,23/06/2016,"Jun 23, 2016",1.1388,1.1298,1.1424,1.1297,0.81%,1.1263799999999993,0.008502917146437047,1.1433858342928733,1.1093741657071252,1.164732,1.064052,1.164732,1.064052
908,24/06/2016,"Jun 24, 2016",1.1117,1.1392,1.1434,1.0911,-2.38%,1.1263899999999993,0.00848551118078181,1.143361022361563,1.1094189776384358,1.164732,1.064052,1.164732,1.064052
909,27/06/2016,"Jun 27, 2016",1.1026,1.1072,1.1087,1.0972,-0.82%,1.1257899999999992,0.009643230786369047,1.1450764615727373,1.106503538427261,1.164732,1.091574,1.164732,1.091574
910,28/06/2016,"Jun 28, 2016",1.1066,1.1025,1.1112,1.1007,0.36%,1.1254599999999992,0.010167123486964108,1.1457942469739275,1.105125753026071,1.164732,1.091574,1.164732,1.091574
911,29/06/2016,"Jun 29, 2016",1.1125,1.1065,1.1131,1.1048,0.53%,1.1251449999999994,0.010461905897071461,1.1460688117941422,1.1042211882058566,1.164732,1.091574,1.164732,1.091574
912,30/06/2016,"Jun 30, 2016",1.1105,1.1124,1.1157,1.1023,-0.18%,1.1249149999999992,0.010727407655122445,1.1463698153102442,1.1034601846897543,1.164732,1.091574,1.164732,1.091574
913,01/07/2016,"Jul 01, 2016",1.1136,1.1104,1.1169,1.107,0.28%,1.1237599999999992,0.010639567660350915,1.145039135320701,1.1024808646792974,1.164732,1.091574,1.164732,1.091574
914,04/07/2016,"Jul 04, 2016",1.1156,1.1142,1.1166,1.1097,0.18%,1.1227649999999991,0.010423448325731261,1.1436118966514617,1.1019181033485366,1.164732,1.091574,1.164732,1.091574
915,05/07/2016,"Jul 05, 2016",1.1076,1.1154,1.1184,1.1059,-0.72%,1.1213549999999992,0.010472032992652213,1.1422990659853036,1.1004109340146948,1.164732,1.091574,1.164732,1.091574
916,06/07/2016,"Jul 06, 2016",1.1099,1.1075,1.1112,1.103,0.21%,1.1198799999999993,0.009887749996799223,1.1396554999935977,1.100104500006401,1.164732,1.091574,1.164732,1.091574
917,07/07/2016,"Jul 07, 2016",1.1063,1.1101,1.1113,1.1053,-0.32%,1.1186149999999995,0.009925738007786077,1.1384664760155716,1.0987635239844273,1.164732,1.091574,1.164732,1.091574
918,08/07/2016,"Jul 08, 2016",1.1055,1.1062,1.1115,1.1001,-0.07%,1.1176349999999995,0.010200846778538223,1.138036693557076,1.097233306442923,1.164732,1.091574,1.164732,1.091574
919,11/07/2016,"Jul 11, 2016",1.1058,1.1052,1.1076,1.1016,0.03%,1.1164649999999994,0.010149102177001641,1.1367632043540026,1.0961667956459962,1.164732,1.091574,1.164732,1.091574
920,12/07/2016,"Jul 12, 2016",1.1059,1.1058,1.1127,1.1051,0.01%,1.1157199999999994,0.0103484588224152,1.1364169176448298,1.095023082355169,1.164732,1.091574,1.164732,1.091574
921,13/07/2016,"Jul 13, 2016",1.109,1.1061,1.1121,1.1043,0.28%,1.1148749999999992,0.010171178643560791,1.1352173572871207,1.0945326427128776,1.164732,1.091574,1.164732,1.091574
922,14/07/2016,"Jul 14, 2016",1.112,1.1089,1.1166,1.1085,0.27%,1.1143449999999995,0.010030028663928615,1.1344050573278568,1.0942849426721422,1.164732,1.091574,1.164732,1.091574
923,15/07/2016,"Jul 15, 2016",1.1036,1.1118,1.115,1.1023,-0.76%,1.1131399999999994,0.00979818350508074,1.132736367010161,1.0935436329898378,1.164732,1.091574,1.164732,1.091574
924,18/07/2016,"Jul 18, 2016",1.1074,1.1043,1.1086,1.1038,0.34%,1.1119399999999993,0.008918542481775994,1.1297770849635513,1.0941029150364472,1.164732,1.091574,1.164732,1.091574
925,19/07/2016,"Jul 19, 2016",1.1022,1.1073,1.1086,1.0999,-0.47%,1.1108399999999992,0.008692433491218007,1.128224866982435,1.0934551330175633,1.164732,1.091574,1.164732,1.091574
926,20/07/2016,"Jul 20, 2016",1.1015,1.102,1.1032,1.0981,-0.06%,1.1094299999999993,0.007755456143854843,1.124940912287709,1.0939190877122895,1.164732,1.091574,1.164732,1.091574
927,21/07/2016,"Jul 21, 2016",1.1025,1.1013,1.1059999999999999,1.0981,0.09%,1.1076149999999994,0.00401550432688904,1.1156460086537774,1.0995839913462213,1.164732,1.091574,1.164732,1.091574
928,22/07/2016,"Jul 22, 2016",1.0976,1.103,1.1042,1.0954,-0.44%,1.1069099999999994,0.00445060670013299,1.1158112134002653,1.0980087865997334,1.164732,1.091574,1.164732,1.091574
929,25/07/2016,"Jul 25, 2016",1.0994,1.0972,1.1002,1.0954,0.16%,1.1067499999999995,0.004655480641058408,1.1160609612821162,1.0974390387178827,1.164732,1.091574,1.164732,1.091574
930,26/07/2016,"Jul 26, 2016",1.0987,1.0997,1.1031,1.0978,-0.06%,1.1063549999999993,0.004975587904888401,1.116306175809776,1.0964038241902225,1.164732,1.091574,1.164732,1.091574
931,27/07/2016,"Jul 27, 2016",1.1058,1.0985,1.1067,1.0962,0.65%,1.1060199999999993,0.004771959765051845,1.115563919530103,1.0964760804698956,1.164732,1.091574,1.164732,1.091574
932,28/07/2016,"Jul 28, 2016",1.1076,1.1058,1.1119,1.1049,0.16%,1.1058749999999993,0.004676737644905303,1.1152284752898098,1.0965215247101887,1.164732,1.091574,1.164732,1.091574
933,29/07/2016,"Jul 29, 2016",1.1174,1.1079,1.12,1.1071,0.88%,1.1060649999999992,0.00504908655097863,1.1161631731019563,1.095966826898042,1.128574,1.091574,1.128574,1.091574
934,01/08/2016,"Aug 01, 2016",1.1162,1.1177,1.1186,1.1157,-0.11%,1.1060949999999992,0.005107100449303232,1.1163092008986055,1.0958807991013928,1.128574,1.091574,1.128574,1.091574
935,02/08/2016,"Aug 02, 2016",1.1227,1.1162,1.1236,1.1156,0.58%,1.1068499999999992,0.006259832266065062,1.1193696645321294,1.094330335467869,1.128574,1.091574,1.128574,1.091574
936,03/08/2016,"Aug 03, 2016",1.1149,1.1224,1.1233,1.1139,-0.69%,1.107099999999999,0.006472866443799668,1.1200457328875983,1.0941542671123998,1.128574,1.091574,1.128574,1.091574
937,04/08/2016,"Aug 04, 2016",1.113,1.1149,1.1158,1.1114,-0.17%,1.107434999999999,0.00659501895366995,1.120625037907339,1.094244962092659,1.128574,1.091574,1.128574,1.091574
938,05/08/2016,"Aug 05, 2016",1.1085,1.1127,1.1162,1.1043,-0.40%,1.107584999999999,0.006583409071238475,1.1207518181424758,1.094418181857522,1.128574,1.091574,1.128574,1.091574
939,08/08/2016,"Aug 08, 2016",1.1093,1.1087,1.1107,1.1073,0.07%,1.1077599999999992,0.0065801519738729435,1.1209203039477451,1.0945996960522533,1.128574,1.091574,1.128574,1.091574
940,09/08/2016,"Aug 09, 2016",1.1119,1.109,1.1124,1.107,0.23%,1.108059999999999,0.006625133960854097,1.121310267921707,1.0948097320782908,1.128574,1.091574,1.128574,1.091574
941,10/08/2016,"Aug 10, 2016",1.1177,1.1118,1.1193,1.1102,0.52%,1.108494999999999,0.006950214025428266,1.1223954280508555,1.0945945719491423,1.128574,1.091574,1.128574,1.091574
942,11/08/2016,"Aug 11, 2016",1.1137,1.1175,1.1194,1.1133,-0.36%,1.1085799999999988,0.007002756600029678,1.1225855132000582,1.0945744867999394,1.128574,1.091574,1.128574,1.091574
943,12/08/2016,"Aug 12, 2016",1.1161,1.1139,1.1224,1.113,0.22%,1.1092049999999989,0.007087698850773492,1.123380397701546,1.0950296022984518,1.128574,1.091574,1.128574,1.091574
944,15/08/2016,"Aug 15, 2016",1.1184,1.1162,1.1203,1.1153,0.21%,1.109754999999999,0.007348297421801367,1.1244515948436016,1.0950584051563963,1.128574,1.091574,1.128574,1.091574
945,16/08/2016,"Aug 16, 2016",1.1278,1.1182,1.1324,1.1175,0.84%,1.1110349999999989,0.008110873873957394,1.1272567477479136,1.0948132522520841,1.128574,1.091574,1.128574,1.091574
946,17/08/2016,"Aug 17, 2016",1.1288,1.1279,1.1318,1.1241,0.09%,1.1123999999999987,0.008669313698282964,1.1297386273965646,1.0950613726034328,1.128574,1.091574,1.128574,1.091574
947,18/08/2016,"Aug 18, 2016",1.1354,1.1293,1.1367,1.1283,0.58%,1.1140449999999988,0.00969538421101644,1.1334357684220318,1.094654231577966,1.128574,1.091574,1.128574,1.091574
948,19/08/2016,"Aug 19, 2016",1.1326,1.1351,1.1363,1.1303,-0.25%,1.115794999999999,0.009727819642613515,1.135250639285226,1.096339360714772,1.128574,1.091574,1.128574,1.091574
949,22/08/2016,"Aug 22, 2016",1.1319,1.1305,1.1334,1.1273,-0.06%,1.117419999999999,0.009566535422983994,1.136553070845967,1.098286929154031,1.128574,1.091574,1.128574,1.091574
950,23/08/2016,"Aug 23, 2016",1.1306,1.1321,1.1357,1.1302,-0.11%,1.119014999999999,0.008951998380205349,1.1369189967604096,1.1011110032395883,1.128574,1.091574,1.128574,1.091574
951,24/08/2016,"Aug 24, 2016",1.1263,1.1305,1.1316,1.1244,-0.38%,1.120039999999999,0.008544553820954806,1.1371291076419086,1.1029508923580895,1.128574,1.091574,1.128574,1.091574
952,25/08/2016,"Aug 25, 2016",1.1283,1.1266,1.1301,1.1258,0.18%,1.121074999999999,0.008222644039430828,1.1375202880788606,1.1046297119211372,1.128574,1.091574,1.128574,1.091574
953,26/08/2016,"Aug 26, 2016",1.1198,1.1284,1.1343,1.1179999999999999,-0.75%,1.121194999999999,0.008185565038480034,1.137566130076959,1.104823869923039,1.128574,1.091574,1.128574,1.091574
954,29/08/2016,"Aug 29, 2016",1.1189,1.1192,1.1208,1.1157,-0.08%,1.121329999999999,0.008124106104623812,1.1375782122092466,1.1050817877907515,1.128574,1.091574,1.128574,1.091574
955,30/08/2016,"Aug 30, 2016",1.1143,1.1189,1.1198,1.113,-0.41%,1.1209099999999992,0.008258444163351123,1.1374268883267014,1.104393111673297,1.128574,1.091574,1.128574,1.091574
956,31/08/2016,"Aug 31, 2016",1.1158,1.1143,1.1167,1.1123,0.13%,1.1209549999999993,0.008227969068925091,1.1374109381378494,1.104499061862149,1.128574,1.091574,1.128574,1.091574
957,01/09/2016,"Sep 01, 2016",1.1198,1.1157,1.1207,1.1128,0.36%,1.1212949999999995,0.008030347128187308,1.137355694256374,1.105234305743625,1.128574,1.091574,1.128574,1.091574
958,02/09/2016,"Sep 02, 2016",1.1156,1.1197,1.1254,1.1151,-0.38%,1.1216499999999994,0.007602400936492644,1.1368548018729847,1.106445198127014,1.128574,1.091574,1.128574,1.091574
959,05/09/2016,"Sep 05, 2016",1.1147,1.1153,1.1185,1.114,-0.08%,1.1219199999999994,0.007246557803480393,1.1364131156069601,1.1074268843930386,1.128574,1.091574,1.128574,1.091574
960,06/09/2016,"Sep 06, 2016",1.1256,1.1147,1.1266,1.114,0.98%,1.1226049999999994,0.006906553047590284,1.13641810609518,1.108791893904819,1.128574,1.091574,1.128574,1.091574
961,07/09/2016,"Sep 07, 2016",1.1239,1.1255,1.1271,1.1228,-0.15%,1.1229149999999994,0.006818011073559272,1.136551022147118,1.1092789778528809,1.128574,1.091574,1.128574,1.091574
962,08/09/2016,"Sep 08, 2016",1.1261,1.124,1.1329,1.1234,0.20%,1.1235349999999993,0.0065086308083323625,1.1365522616166641,1.1105177383833345,1.128574,1.091574,1.128574,1.091574
963,09/09/2016,"Sep 09, 2016",1.1233,1.1262,1.1288,1.12,-0.25%,1.1238949999999994,0.006282632807921454,1.1364602656158422,1.1113297343841566,1.128574,1.091574,1.128574,1.091574
964,12/09/2016,"Sep 12, 2016",1.1234,1.1232,1.1269,1.1211,0.01%,1.1241449999999993,0.006157229490539526,1.1364594589810784,1.1118305410189202,1.128574,1.091574,1.128574,1.091574
965,13/09/2016,"Sep 13, 2016",1.122,1.1236,1.1262,1.1203,-0.12%,1.1238549999999994,0.006114693369186339,1.136084386738372,1.1116256132616267,1.128574,1.091574,1.128574,1.091574
966,14/09/2016,"Sep 14, 2016",1.125,1.1216,1.1274,1.1208,0.27%,1.1236649999999995,0.006016334016589553,1.1356976680331785,1.1116323319668204,1.128574,1.091574,1.128574,1.091574
967,15/09/2016,"Sep 15, 2016",1.1244,1.1249,1.1286,1.122,-0.05%,1.1231149999999994,0.005388439013218602,1.1338918780264367,1.1123381219735622,1.128574,1.091574,1.128574,1.091574
968,16/09/2016,"Sep 16, 2016",1.1155,1.1244,1.1256,1.1147,-0.79%,1.1222599999999994,0.005167726772883946,1.1325954535457672,1.1119245464542316,1.128574,1.091574,1.128574,1.091574
969,19/09/2016,"Sep 19, 2016",1.1174,1.1161,1.1198,1.1147,0.17%,1.1215349999999993,0.004765949538044446,1.1310668990760882,1.1120031009239104,1.128574,1.091574,1.128574,1.091574
970,20/09/2016,"Sep 20, 2016",1.1155,1.1179,1.1216,1.1146,-0.17%,1.1207799999999994,0.004456074505569976,1.1296921490111393,1.1118678509888595,1.128574,1.091574,1.128574,1.091574
971,21/09/2016,"Sep 21, 2016",1.1189,1.1152,1.12,1.1123,0.30%,1.1204099999999992,0.004286362093803201,1.1289827241876056,1.1118372758123929,1.128574,1.091574,1.128574,1.091574
972,22/09/2016,"Sep 22, 2016",1.1207,1.1193,1.1258,1.1181,0.16%,1.1200299999999994,0.0038884572775324732,1.1278069145550644,1.1122530854449344,1.128574,1.091574,1.128574,1.091574
973,23/09/2016,"Sep 23, 2016",1.1226,1.1209,1.1244,1.1195,0.17%,1.1201699999999992,0.003927862013767082,1.1280257240275333,1.1123142759724651,1.128574,1.091574,1.128574,1.091574
974,26/09/2016,"Sep 26, 2016",1.1254,1.1221,1.1279,1.122,0.25%,1.1204949999999991,0.0040754723651611705,1.1286459447303214,1.1123440552696768,1.128574,1.091574,1.128574,1.091574
975,27/09/2016,"Sep 27, 2016",1.1215,1.1253,1.1262,1.119,-0.35%,1.1208549999999993,0.003822495912252922,1.128499991824505,1.1132100081754934,1.128574,1.091574,1.128574,1.091574
976,28/09/2016,"Sep 28, 2016",1.1216,1.1214,1.1238,1.1181,0.01%,1.1211449999999992,0.003643826971631428,1.128432653943262,1.1138573460567363,1.128574,1.091574,1.128574,1.091574
977,29/09/2016,"Sep 29, 2016",1.1223,1.1217,1.1251,1.1197,0.06%,1.121269999999999,0.003638419986640901,1.128546839973281,1.1139931600267172,1.128574,1.091574,1.128574,1.091574
978,30/09/2016,"Sep 30, 2016",1.1241,1.1225,1.1253,1.1153,0.16%,1.121694999999999,0.0034424518877081882,1.1285799037754154,1.1148100962245826,1.128574,1.091574,1.128574,1.091574
979,03/10/2016,"Oct 03, 2016",1.1211,1.1235,1.1245,1.1205,-0.27%,1.1220149999999989,0.0030527487612287993,1.1281204975224566,1.1159095024775412,1.128574,1.091574,1.128574,1.091574
980,04/10/2016,"Oct 04, 2016",1.1204,1.1211,1.124,1.1138,-0.06%,1.121754999999999,0.002956260306398158,1.1276675206127953,1.1158424793872026,1.128574,1.091574,1.128574,1.091574
981,05/10/2016,"Oct 05, 2016",1.1205,1.1205,1.1238,1.1191,0.01%,1.1215849999999992,0.002925623864953645,1.1274362477299065,1.1157337522700919,1.128574,1.091574,1.128574,1.091574
