Date,Date2,Settle,Open,High,Low,Change %
04/10/2013,"Oct 04, 2013",1.3558,1.3618,1.3632,1.3538,-0.44%
07/10/2013,"Oct 07, 2013",1.3582,1.3556,1.3592,1.3542,0.18%
08/10/2013,"Oct 08, 2013",1.3573,1.3583,1.3609,1.3558,-0.07%
09/10/2013,"Oct 09, 2013",1.3524,1.3573,1.3605,1.3486,-0.36%
10/10/2013,"Oct 10, 2013",1.352,1.3524,1.3546,1.3488,-0.03%
11/10/2013,"Oct 11, 2013",1.3542,1.3519,1.3582,1.3517,0.16%
14/10/2013,"Oct 14, 2013",1.3561,1.3544,1.3598,1.3542,0.14%
15/10/2013,"Oct 15, 2013",1.3523,1.3561,1.3571,1.3479,-0.28%
16/10/2013,"Oct 16, 2013",1.3535,1.3523,1.3567,1.3472,0.09%
17/10/2013,"Oct 17, 2013",1.3676,1.3535,1.3681,1.3514,1.04%
18/10/2013,"Oct 18, 2013",1.3685,1.3674,1.3704,1.3659,0.07%
21/10/2013,"Oct 21, 2013",1.3683,1.3687,1.3691,1.3651,-0.01%
22/10/2013,"Oct 22, 2013",1.3781,1.3683,1.3794,1.3662,0.72%
23/10/2013,"Oct 23, 2013",1.3777,1.3784,1.3794,1.3741,-0.03%
24/10/2013,"Oct 24, 2013",1.38,1.3776,1.3826,1.3764,0.17%
25/10/2013,"Oct 25, 2013",1.3805,1.3801,1.3833,1.3774,0.04%
28/10/2013,"Oct 28, 2013",1.3784,1.3803,1.3817,1.3775,-0.15%
29/10/2013,"Oct 29, 2013",1.3746,1.3784,1.3813,1.3735,-0.28%
30/10/2013,"Oct 30, 2013",1.3736,1.3745,1.3785,1.3696,-0.07%
31/10/2013,"Oct 31, 2013",1.3584,1.3737,1.374,1.3577,-1.11%
01/11/2013,"Nov 01, 2013",1.3487,1.3584,1.3592,1.3481,-0.71%
04/11/2013,"Nov 04, 2013",1.3516,1.3489,1.3527,1.3443,0.22%
05/11/2013,"Nov 05, 2013",1.3474,1.3514,1.3523,1.3449,-0.31%
06/11/2013,"Nov 06, 2013",1.3512,1.3476,1.355,1.3468,0.28%
07/11/2013,"Nov 07, 2013",1.342,1.3514,1.3529,1.3296,-0.68%
08/11/2013,"Nov 08, 2013",1.3371,1.342,1.3439,1.3317,-0.37%
11/11/2013,"Nov 11, 2013",1.3407,1.3361,1.3417,1.3344,0.27%
12/11/2013,"Nov 12, 2013",1.3436,1.3407,1.3457,1.3359,0.22%
13/11/2013,"Nov 13, 2013",1.3487,1.3436,1.3497,1.3392,0.38%
14/11/2013,"Nov 14, 2013",1.3459,1.3489,1.3499,1.3419,-0.21%
15/11/2013,"Nov 15, 2013",1.3495,1.3458,1.3506,1.3432,0.27%
18/11/2013,"Nov 18, 2013",1.3505,1.3502,1.3543,1.3475,0.07%
19/11/2013,"Nov 19, 2013",1.3539,1.3505,1.3549,1.3488,0.25%
20/11/2013,"Nov 20, 2013",1.3439,1.3539,1.3579,1.3417,-0.74%
21/11/2013,"Nov 21, 2013",1.3482,1.344,1.3487,1.3399,0.32%
22/11/2013,"Nov 22, 2013",1.3558,1.3482,1.3558,1.3462,0.56%
25/11/2013,"Nov 25, 2013",1.3516,1.355,1.3561,1.3491,-0.31%
26/11/2013,"Nov 26, 2013",1.3572,1.3517,1.3575,1.3514,0.41%
27/11/2013,"Nov 27, 2013",1.3579,1.3571,1.3613,1.3557,0.05%
28/11/2013,"Nov 28, 2013",1.3605,1.358,1.3619,1.3563,0.19%
29/11/2013,"Nov 29, 2013",1.359,1.3605,1.3622,1.3579,-0.11%
02/12/2013,"Dec 02, 2013",1.3542,1.359,1.3617,1.3525,-0.35%
03/12/2013,"Dec 03, 2013",1.359,1.354,1.3613,1.3523,0.35%
04/12/2013,"Dec 04, 2013",1.3594,1.3589,1.3605,1.3528,0.03%
05/12/2013,"Dec 05, 2013",1.3668,1.3594,1.3678,1.3542,0.54%
06/12/2013,"Dec 06, 2013",1.3706,1.3668,1.3708,1.363,0.28%
09/12/2013,"Dec 09, 2013",1.3739,1.372,1.3747,1.3694,0.24%
10/12/2013,"Dec 10, 2013",1.3761,1.3738,1.3797,1.3733,0.16%
11/12/2013,"Dec 11, 2013",1.3786,1.376,1.3811,1.3739,0.18%
12/12/2013,"Dec 12, 2013",1.3755,1.3787,1.3804,1.3736,-0.22%
13/12/2013,"Dec 13, 2013",1.3743,1.3755,1.3771,1.371,-0.09%
16/12/2013,"Dec 16, 2013",1.3761,1.374,1.3799,1.3724,0.13%
17/12/2013,"Dec 17, 2013",1.3768,1.3762,1.3784,1.3724,0.05%
18/12/2013,"Dec 18, 2013",1.3685,1.377,1.3813,1.3675,-0.60%
19/12/2013,"Dec 19, 2013",1.3663,1.3685,1.3695,1.3649,-0.16%
20/12/2013,"Dec 20, 2013",1.3672,1.3662,1.371,1.3624,0.07%
23/12/2013,"Dec 23, 2013",1.3696,1.367,1.3717,1.3666,0.18%
24/12/2013,"Dec 24, 2013",1.3684,1.3697,1.3704,1.3655,-0.09%
25/12/2013,"Dec 25, 2013",1.368,1.3684,1.371,1.3661,-0.03%
26/12/2013,"Dec 26, 2013",1.3691,1.3679,1.3702,1.3662,0.08%
27/12/2013,"Dec 27, 2013",1.3742,1.3692,1.3893,1.3686,0.37%
30/12/2013,"Dec 30, 2013",1.3805,1.3744,1.3821,1.3729,0.46%
31/12/2013,"Dec 31, 2013",1.3746,1.3803,1.3813,1.3742,-0.43%
01/01/2014,"Jan 01, 2014",1.3754,1.3742,1.3769,1.3742,0.06%
02/01/2014,"Jan 02, 2014",1.3672,1.3756,1.3777,1.363,-0.60%
03/01/2014,"Jan 03, 2014",1.3588,1.3672,1.3674,1.3582,-0.61%
06/01/2014,"Jan 06, 2014",1.3628,1.3589,1.3653,1.3571,0.29%
07/01/2014,"Jan 07, 2014",1.3616,1.3627,1.3657,1.3596,-0.09%
08/01/2014,"Jan 08, 2014",1.3575,1.3617,1.3636,1.3554,-0.30%
09/01/2014,"Jan 09, 2014",1.3609,1.3577,1.3636,1.355,0.25%
10/01/2014,"Jan 10, 2014",1.367,1.3609,1.3689,1.3577,0.45%
13/01/2014,"Jan 13, 2014",1.3672,1.3669,1.3685,1.3637,0.01%
14/01/2014,"Jan 14, 2014",1.3679,1.367,1.3699,1.3648,0.05%
15/01/2014,"Jan 15, 2014",1.3605,1.368,1.3684,1.3582,-0.54%
16/01/2014,"Jan 16, 2014",1.362,1.3604,1.365,1.3582,0.11%
17/01/2014,"Jan 17, 2014",1.3541,1.362,1.3623,1.3517,-0.58%
20/01/2014,"Jan 20, 2014",1.3552,1.3543,1.357,1.3508,0.08%
21/01/2014,"Jan 21, 2014",1.3561,1.3552,1.3571,1.3518,0.07%
22/01/2014,"Jan 22, 2014",1.3548,1.3559,1.3584,1.3535,-0.10%
23/01/2014,"Jan 23, 2014",1.3695,1.3547,1.3699,1.353,1.09%
24/01/2014,"Jan 24, 2014",1.3678,1.3697,1.3741,1.3665,-0.12%
27/01/2014,"Jan 27, 2014",1.3672,1.3677,1.3718,1.3654,-0.04%
28/01/2014,"Jan 28, 2014",1.3669,1.3673,1.3689,1.3629,-0.02%
29/01/2014,"Jan 29, 2014",1.3663,1.3668,1.3685,1.3603,-0.04%
30/01/2014,"Jan 30, 2014",1.3556,1.3662,1.3666,1.3543,-0.78%
31/01/2014,"Jan 31, 2014",1.3487,1.3557,1.357,1.348,-0.51%
03/02/2014,"Feb 03, 2014",1.3525,1.3493,1.3536,1.3476,0.28%
04/02/2014,"Feb 04, 2014",1.3519,1.3525,1.3539,1.3494,-0.04%
05/02/2014,"Feb 05, 2014",1.3533,1.3519,1.3555,1.3498,0.10%
06/02/2014,"Feb 06, 2014",1.359,1.3533,1.3621,1.3485,0.42%
07/02/2014,"Feb 07, 2014",1.3635,1.359,1.3642,1.3553,0.33%
10/02/2014,"Feb 10, 2014",1.3647,1.3634,1.3653,1.3609,0.09%
11/02/2014,"Feb 11, 2014",1.3639,1.3648,1.3686,1.3631,-0.06%
12/02/2014,"Feb 12, 2014",1.3594,1.3639,1.3655,1.3563,-0.33%
13/02/2014,"Feb 13, 2014",1.3681,1.3594,1.3694,1.3586,0.64%
14/02/2014,"Feb 14, 2014",1.3693,1.3681,1.3718,1.3674,0.09%
17/02/2014,"Feb 17, 2014",1.3708,1.3688,1.3725,1.3687,0.11%
18/02/2014,"Feb 18, 2014",1.3758,1.3706,1.377,1.3694,0.36%
19/02/2014,"Feb 19, 2014",1.3733,1.3757,1.3774,1.3724,-0.18%
20/02/2014,"Feb 20, 2014",1.3718,1.3733,1.3763,1.3685,-0.11%
21/02/2014,"Feb 21, 2014",1.374,1.372,1.376,1.3704,0.16%
24/02/2014,"Feb 24, 2014",1.3735,1.3735,1.377,1.3708,-0.04%
25/02/2014,"Feb 25, 2014",1.3746,1.3735,1.3767,1.3714,0.08%
26/02/2014,"Feb 26, 2014",1.3688,1.3744,1.3758,1.3661,-0.42%
27/02/2014,"Feb 27, 2014",1.3709,1.3687,1.3727,1.3642,0.15%
28/02/2014,"Feb 28, 2014",1.3803,1.3708,1.3824,1.3693,0.69%
03/03/2014,"Mar 03, 2014",1.3735,1.3786,1.3793,1.3725,-0.49%
04/03/2014,"Mar 04, 2014",1.3744,1.3735,1.3782,1.372,0.07%
05/03/2014,"Mar 05, 2014",1.3733,1.3742,1.3746,1.3706,-0.08%
06/03/2014,"Mar 06, 2014",1.3861,1.3734,1.3874,1.3723,0.93%
07/03/2014,"Mar 07, 2014",1.3878,1.386,1.3917,1.3854,0.12%
10/03/2014,"Mar 10, 2014",1.3877,1.3875,1.3898,1.3861,-0.01%
11/03/2014,"Mar 11, 2014",1.3859,1.3874,1.388,1.3832,-0.13%
12/03/2014,"Mar 12, 2014",1.3904,1.3859,1.3914,1.3841,0.32%
13/03/2014,"Mar 13, 2014",1.3869,1.3903,1.3968,1.3844,-0.25%
14/03/2014,"Mar 14, 2014",1.3914,1.3866,1.3937,1.3847,0.32%
17/03/2014,"Mar 17, 2014",1.3922,1.3911,1.3949,1.3879,0.06%
18/03/2014,"Mar 18, 2014",1.3934,1.3921,1.3942,1.388,0.09%
19/03/2014,"Mar 19, 2014",1.3833,1.3933,1.3935,1.3809,-0.72%
20/03/2014,"Mar 20, 2014",1.3779,1.3832,1.3845,1.3749,-0.39%
21/03/2014,"Mar 21, 2014",1.3794,1.3779,1.3813,1.3767,0.11%
24/03/2014,"Mar 24, 2014",1.3839,1.3792,1.3876,1.376,0.33%
25/03/2014,"Mar 25, 2014",1.3827,1.3839,1.3848,1.375,-0.09%
26/03/2014,"Mar 26, 2014",1.3783,1.3827,1.3829,1.3777,-0.32%
27/03/2014,"Mar 27, 2014",1.374,1.3781,1.3798,1.3729,-0.31%
28/03/2014,"Mar 28, 2014",1.3753,1.374,1.3773,1.3705,0.09%
31/03/2014,"Mar 31, 2014",1.3771,1.3755,1.3807,1.3734,0.13%
01/04/2014,"Apr 01, 2014",1.3794,1.3769,1.3817,1.3767,0.17%
02/04/2014,"Apr 02, 2014",1.3767,1.3792,1.3821,1.3752,-0.20%
03/04/2014,"Apr 03, 2014",1.372,1.3768,1.3807,1.3699,-0.34%
04/04/2014,"Apr 04, 2014",1.3703,1.3719,1.3732,1.3672,-0.12%
07/04/2014,"Apr 07, 2014",1.3741,1.3696,1.3749,1.3689,0.28%
08/04/2014,"Apr 08, 2014",1.3796,1.3741,1.3813,1.3737,0.40%
09/04/2014,"Apr 09, 2014",1.3855,1.3794,1.3862,1.3779,0.43%
10/04/2014,"Apr 10, 2014",1.3888,1.3855,1.3899,1.3835,0.24%
11/04/2014,"Apr 11, 2014",1.3885,1.3888,1.3907,1.3864,-0.02%
14/04/2014,"Apr 14, 2014",1.3821,1.3839,1.3866,1.381,-0.46%
15/04/2014,"Apr 15, 2014",1.3814,1.3821,1.3835,1.379,-0.05%
16/04/2014,"Apr 16, 2014",1.3816,1.3814,1.3852,1.3804,0.01%
17/04/2014,"Apr 17, 2014",1.3815,1.3816,1.3866,1.381,-0.01%
18/04/2014,"Apr 18, 2014",1.3815,1.3814,1.3825,1.3808,0.00%
21/04/2014,"Apr 21, 2014",1.3792,1.3809,1.3832,1.3786,-0.17%
22/04/2014,"Apr 22, 2014",1.3805,1.3794,1.3826,1.3785,0.09%
23/04/2014,"Apr 23, 2014",1.3817,1.3805,1.3855,1.38,0.09%
24/04/2014,"Apr 24, 2014",1.3832,1.3819,1.3843,1.3792,0.11%
25/04/2014,"Apr 25, 2014",1.3833,1.3832,1.385,1.3826,0.01%
28/04/2014,"Apr 28, 2014",1.385,1.3834,1.388,1.3814,0.12%
29/04/2014,"Apr 29, 2014",1.3812,1.3849,1.3879,1.3805,-0.27%
30/04/2014,"Apr 30, 2014",1.3868,1.3813,1.3878,1.3777,0.41%
01/05/2014,"May 01, 2014",1.387,1.3866,1.3889,1.3861,0.01%
02/05/2014,"May 02, 2014",1.387,1.3868,1.3881,1.3811,0.00%
05/05/2014,"May 05, 2014",1.3876,1.3872,1.3892,1.3865,0.04%
06/05/2014,"May 06, 2014",1.3928,1.3875,1.3952,1.3869,0.37%
07/05/2014,"May 07, 2014",1.3912,1.3928,1.394,1.391,-0.11%
08/05/2014,"May 08, 2014",1.3841,1.3911,1.3993,1.3832,-0.51%
09/05/2014,"May 09, 2014",1.376,1.3841,1.3847,1.3746,-0.59%
12/05/2014,"May 12, 2014",1.3757,1.375,1.3775,1.3748,-0.02%
13/05/2014,"May 13, 2014",1.3704,1.3758,1.3773,1.3691,-0.39%
14/05/2014,"May 14, 2014",1.3715,1.3704,1.3732,1.3697,0.08%
15/05/2014,"May 15, 2014",1.3711,1.3715,1.3733,1.3648,-0.03%
16/05/2014,"May 16, 2014",1.3695,1.3712,1.3729,1.3687,-0.12%
19/05/2014,"May 19, 2014",1.3709,1.3703,1.3736,1.3688,0.10%
20/05/2014,"May 20, 2014",1.3703,1.3708,1.3714,1.3678,-0.04%
21/05/2014,"May 21, 2014",1.3687,1.3703,1.3724,1.3635,-0.12%
22/05/2014,"May 22, 2014",1.3656,1.3687,1.3689,1.3645,-0.23%
23/05/2014,"May 23, 2014",1.3634,1.3656,1.366,1.3615,-0.16%
26/05/2014,"May 26, 2014",1.3646,1.3626,1.3655,1.3615,0.09%
27/05/2014,"May 27, 2014",1.3634,1.3647,1.367,1.3613,-0.09%
28/05/2014,"May 28, 2014",1.3591,1.3635,1.3639,1.3588,-0.32%
29/05/2014,"May 29, 2014",1.3602,1.3589,1.3626,1.3585,0.08%
30/05/2014,"May 30, 2014",1.3631,1.3601,1.365,1.3598,0.21%
02/06/2014,"Jun 02, 2014",1.3597,1.3636,1.3646,1.3589,-0.25%
03/06/2014,"Jun 03, 2014",1.3628,1.3596,1.3647,1.3586,0.23%
04/06/2014,"Jun 04, 2014",1.3599,1.3628,1.3639,1.3595,-0.21%
05/06/2014,"Jun 05, 2014",1.366,1.3599,1.3671,1.3504,0.45%
06/06/2014,"Jun 06, 2014",1.3643,1.3662,1.3678,1.362,-0.12%
09/06/2014,"Jun 09, 2014",1.3594,1.3645,1.367,1.3583,-0.36%
10/06/2014,"Jun 10, 2014",1.3548,1.3594,1.3603,1.3533,-0.34%
11/06/2014,"Jun 11, 2014",1.3533,1.3548,1.3558,1.3521,-0.11%
12/06/2014,"Jun 12, 2014",1.3553,1.3533,1.3574,1.3512,0.15%
13/06/2014,"Jun 13, 2014",1.3542,1.3552,1.358,1.3519,-0.08%
16/06/2014,"Jun 16, 2014",1.3575,1.3535,1.358,1.3514,0.24%
17/06/2014,"Jun 17, 2014",1.3546,1.3574,1.3588,1.3536,-0.21%
18/06/2014,"Jun 18, 2014",1.3596,1.3546,1.3599,1.354,0.37%
19/06/2014,"Jun 19, 2014",1.3609,1.3596,1.3643,1.3582,0.10%
20/06/2014,"Jun 20, 2014",1.3599,1.3607,1.3634,1.3563,-0.07%
23/06/2014,"Jun 23, 2014",1.3605,1.3596,1.3615,1.3575,0.04%
24/06/2014,"Jun 24, 2014",1.3605,1.3603,1.3628,1.3582,0.00%
25/06/2014,"Jun 25, 2014",1.363,1.3607,1.3652,1.3599,0.18%
26/06/2014,"Jun 26, 2014",1.3611,1.3628,1.3641,1.3575,-0.14%
27/06/2014,"Jun 27, 2014",1.3649,1.3611,1.3652,1.3609,0.28%
30/06/2014,"Jun 30, 2014",1.3692,1.3646,1.3698,1.3639,0.32%
01/07/2014,"Jul 01, 2014",1.3679,1.3692,1.3701,1.3675,-0.09%
02/07/2014,"Jul 02, 2014",1.366,1.3679,1.3684,1.3642,-0.14%
03/07/2014,"Jul 03, 2014",1.3611,1.3659,1.3665,1.3596,-0.36%
04/07/2014,"Jul 04, 2014",1.3596,1.3613,1.3613,1.3586,-0.11%
07/07/2014,"Jul 07, 2014",1.3605,1.3596,1.3611,1.3575,0.07%
08/07/2014,"Jul 08, 2014",1.3613,1.3605,1.3619,1.3588,0.06%
09/07/2014,"Jul 09, 2014",1.3645,1.3613,1.3648,1.3601,0.24%
10/07/2014,"Jul 10, 2014",1.361,1.3644,1.3651,1.3589,-0.26%
11/07/2014,"Jul 11, 2014",1.3609,1.3609,1.3625,1.3591,-0.01%
14/07/2014,"Jul 14, 2014",1.362,1.3602,1.364,1.3597,0.08%
15/07/2014,"Jul 15, 2014",1.3572,1.362,1.3628,1.3561,-0.35%
16/07/2014,"Jul 16, 2014",1.3525,1.3567,1.3575,1.3519,-0.35%
17/07/2014,"Jul 17, 2014",1.3527,1.3525,1.3541,1.3516,0.01%
18/07/2014,"Jul 18, 2014",1.3525,1.3525,1.3535,1.3491,-0.01%
21/07/2014,"Jul 21, 2014",1.3523,1.3527,1.355,1.3512,-0.01%
22/07/2014,"Jul 22, 2014",1.3466,1.3525,1.3531,1.346,-0.42%
23/07/2014,"Jul 23, 2014",1.3465,1.3465,1.3475,1.3454,-0.01%
24/07/2014,"Jul 24, 2014",1.3464,1.3463,1.3485,1.3437,-0.01%
25/07/2014,"Jul 25, 2014",1.3432,1.3466,1.3478,1.3422,-0.24%
28/07/2014,"Jul 28, 2014",1.3441,1.3432,1.3445,1.3426,0.07%
29/07/2014,"Jul 29, 2014",1.341,1.344,1.3445,1.3403,-0.23%
30/07/2014,"Jul 30, 2014",1.3397,1.3409,1.3416,1.3366,-0.10%
31/07/2014,"Jul 31, 2014",1.3389,1.3396,1.3401,1.3371,-0.06%
01/08/2014,"Aug 01, 2014",1.343,1.3392,1.3445,1.3378,0.31%
04/08/2014,"Aug 04, 2014",1.3422,1.3427,1.3434,1.3408,-0.06%
05/08/2014,"Aug 05, 2014",1.3376,1.3422,1.3425,1.3358,-0.34%
06/08/2014,"Aug 06, 2014",1.3382,1.3377,1.3388,1.3333,0.04%
07/08/2014,"Aug 07, 2014",1.3363,1.3384,1.3394,1.3337,-0.14%
08/08/2014,"Aug 08, 2014",1.3411,1.3363,1.3433,1.3343,0.36%
11/08/2014,"Aug 11, 2014",1.3386,1.3401,1.3415,1.3378,-0.19%
12/08/2014,"Aug 12, 2014",1.3369,1.3386,1.3386,1.3335,-0.13%
13/08/2014,"Aug 13, 2014",1.3365,1.3369,1.3415,1.3342,-0.03%
14/08/2014,"Aug 14, 2014",1.3365,1.3365,1.3409,1.3348,0.00%
15/08/2014,"Aug 15, 2014",1.3399,1.3366,1.3412,1.3358,0.25%
18/08/2014,"Aug 18, 2014",1.3363,1.3393,1.34,1.3352,-0.27%
19/08/2014,"Aug 19, 2014",1.332,1.3363,1.3366,1.3312,-0.32%
20/08/2014,"Aug 20, 2014",1.326,1.3321,1.3327,1.3255,-0.45%
21/08/2014,"Aug 21, 2014",1.3282,1.326,1.3289,1.3242,0.17%
22/08/2014,"Aug 22, 2014",1.3243,1.3283,1.3298,1.322,-0.29%
25/08/2014,"Aug 25, 2014",1.3192,1.322,1.322,1.3184,-0.39%
26/08/2014,"Aug 26, 2014",1.3169,1.3193,1.3216,1.3165,-0.17%
27/08/2014,"Aug 27, 2014",1.3193,1.3168,1.3211,1.3152,0.18%
28/08/2014,"Aug 28, 2014",1.3183,1.3193,1.3221,1.3159,-0.08%
29/08/2014,"Aug 29, 2014",1.3133,1.3178,1.3197,1.3131,-0.38%
01/09/2014,"Sep 01, 2014",1.3128,1.3138,1.3146,1.3118,-0.04%
02/09/2014,"Sep 02, 2014",1.3133,1.313,1.3139,1.311,0.04%
03/09/2014,"Sep 03, 2014",1.3151,1.3131,1.3161,1.3122,0.14%
04/09/2014,"Sep 04, 2014",1.2945,1.3147,1.3155,1.2919,-1.57%
05/09/2014,"Sep 05, 2014",1.295,1.2944,1.2986,1.2921,0.04%
08/09/2014,"Sep 08, 2014",1.2897,1.2943,1.2963,1.2882,-0.41%
09/09/2014,"Sep 09, 2014",1.2938,1.2898,1.2959,1.286,0.32%
10/09/2014,"Sep 10, 2014",1.2917,1.2936,1.2963,1.2883,-0.16%
11/09/2014,"Sep 11, 2014",1.2926,1.2917,1.2952,1.2896,0.07%
12/09/2014,"Sep 12, 2014",1.2965,1.2925,1.298,1.2909,0.30%
15/09/2014,"Sep 15, 2014",1.2942,1.2976,1.2982,1.2908,-0.18%
16/09/2014,"Sep 16, 2014",1.296,1.2938,1.2995,1.2922,0.14%
17/09/2014,"Sep 17, 2014",1.2866,1.2959,1.2982,1.2851,-0.73%
18/09/2014,"Sep 18, 2014",1.2923,1.2865,1.2931,1.2834,0.44%
19/09/2014,"Sep 19, 2014",1.2829,1.2923,1.293,1.2827,-0.73%
22/09/2014,"Sep 22, 2014",1.285,1.2827,1.2868,1.2815,0.16%
23/09/2014,"Sep 23, 2014",1.2847,1.2851,1.2903,1.2842,-0.02%
24/09/2014,"Sep 24, 2014",1.278,1.2846,1.2864,1.2774,-0.52%
25/09/2014,"Sep 25, 2014",1.275,1.278,1.2784,1.2698,-0.23%
26/09/2014,"Sep 26, 2014",1.2685,1.2752,1.2761,1.2677,-0.51%
29/09/2014,"Sep 29, 2014",1.2685,1.2685,1.2716,1.2664,0.00%
30/09/2014,"Sep 30, 2014",1.2632,1.2684,1.2703,1.2571,-0.42%
01/10/2014,"Oct 01, 2014",1.2624,1.2631,1.264,1.2584,-0.06%
02/10/2014,"Oct 02, 2014",1.2668,1.2622,1.2698,1.2612,0.35%
03/10/2014,"Oct 03, 2014",1.2517,1.2668,1.2676,1.25,-1.19%
06/10/2014,"Oct 06, 2014",1.2654,1.251,1.2677,1.2504,1.09%
07/10/2014,"Oct 07, 2014",1.267,1.2656,1.2683,1.2584,0.13%
08/10/2014,"Oct 08, 2014",1.2734,1.2669,1.2749,1.2622,0.51%
09/10/2014,"Oct 09, 2014",1.2691,1.2732,1.2792,1.2664,-0.34%
10/10/2014,"Oct 10, 2014",1.2628,1.2691,1.2716,1.2605,-0.50%
13/10/2014,"Oct 13, 2014",1.2753,1.2637,1.2762,1.2619,0.99%
14/10/2014,"Oct 14, 2014",1.2659,1.2752,1.2769,1.264,-0.74%
15/10/2014,"Oct 15, 2014",1.2837,1.2659,1.2886,1.2624,1.41%
16/10/2014,"Oct 16, 2014",1.2809,1.2837,1.2847,1.2706,-0.22%
17/10/2014,"Oct 17, 2014",1.2763,1.2811,1.2837,1.2744,-0.36%
20/10/2014,"Oct 20, 2014",1.2799,1.2758,1.2817,1.2731,0.28%
21/10/2014,"Oct 21, 2014",1.2715,1.2801,1.2841,1.2713,-0.66%
22/10/2014,"Oct 22, 2014",1.2649,1.2716,1.274,1.2636,-0.52%
23/10/2014,"Oct 23, 2014",1.2647,1.2651,1.2679,1.2614,-0.02%
24/10/2014,"Oct 24, 2014",1.267,1.2645,1.2696,1.2633,0.18%
27/10/2014,"Oct 27, 2014",1.2698,1.2683,1.2725,1.2666,0.22%
28/10/2014,"Oct 28, 2014",1.2734,1.2698,1.2765,1.2683,0.28%
29/10/2014,"Oct 29, 2014",1.2632,1.2735,1.2772,1.2631,-0.80%
30/10/2014,"Oct 30, 2014",1.2613,1.2631,1.264,1.2547,-0.15%
31/10/2014,"Oct 31, 2014",1.2525,1.2612,1.2618,1.2485,-0.70%
03/11/2014,"Nov 03, 2014",1.2483,1.2515,1.2517,1.2441,-0.34%
04/11/2014,"Nov 04, 2014",1.2546,1.2483,1.2578,1.2481,0.50%
05/11/2014,"Nov 05, 2014",1.2486,1.2546,1.2568,1.2457,-0.48%
06/11/2014,"Nov 06, 2014",1.2375,1.2487,1.2535,1.2365,-0.89%
07/11/2014,"Nov 07, 2014",1.2454,1.2376,1.2471,1.2359,0.64%
10/11/2014,"Nov 10, 2014",1.2421,1.2452,1.251,1.2417,-0.26%
11/11/2014,"Nov 11, 2014",1.2475,1.2421,1.25,1.2394,0.43%
12/11/2014,"Nov 12, 2014",1.2439,1.2476,1.2499,1.2418,-0.29%
13/11/2014,"Nov 13, 2014",1.2477,1.2439,1.2492,1.2426,0.31%
14/11/2014,"Nov 14, 2014",1.2523,1.2477,1.2548,1.2399,0.37%
17/11/2014,"Nov 17, 2014",1.245,1.2526,1.2578,1.2444,-0.58%
18/11/2014,"Nov 18, 2014",1.2537,1.245,1.2546,1.2442,0.70%
19/11/2014,"Nov 19, 2014",1.2554,1.2537,1.26,1.2512,0.14%
20/11/2014,"Nov 20, 2014",1.254,1.2555,1.2576,1.2504,-0.11%
21/11/2014,"Nov 21, 2014",1.239,1.2541,1.2571,1.2376,-1.20%
24/11/2014,"Nov 24, 2014",1.2443,1.2376,1.2445,1.2357,0.43%
25/11/2014,"Nov 25, 2014",1.2475,1.2443,1.2487,1.2401,0.26%
26/11/2014,"Nov 26, 2014",1.2506,1.2475,1.2532,1.2443,0.25%
27/11/2014,"Nov 27, 2014",1.2467,1.2506,1.2524,1.2464,-0.31%
28/11/2014,"Nov 28, 2014",1.2452,1.2468,1.2492,1.2427,-0.12%
01/12/2014,"Dec 01, 2014",1.247,1.2456,1.2507,1.2419,0.14%
02/12/2014,"Dec 02, 2014",1.2383,1.2471,1.2478,1.2377,-0.70%
03/12/2014,"Dec 03, 2014",1.2311,1.2382,1.2391,1.23,-0.58%
04/12/2014,"Dec 04, 2014",1.2379,1.2313,1.2458,1.2282,0.55%
05/12/2014,"Dec 05, 2014",1.2285,1.238,1.2393,1.2271,-0.76%
08/12/2014,"Dec 08, 2014",1.2317,1.2278,1.2344,1.2246,0.26%
09/12/2014,"Dec 09, 2014",1.2375,1.2317,1.2448,1.2292,0.47%
10/12/2014,"Dec 10, 2014",1.2448,1.2374,1.2449,1.2361,0.59%
11/12/2014,"Dec 11, 2014",1.2411,1.2448,1.2496,1.237,-0.30%
12/12/2014,"Dec 12, 2014",1.2462,1.2413,1.2487,1.2384,0.41%
15/12/2014,"Dec 15, 2014",1.2437,1.2462,1.2485,1.2414,-0.20%
16/12/2014,"Dec 16, 2014",1.2511,1.2437,1.2571,1.2433,0.59%
17/12/2014,"Dec 17, 2014",1.2343,1.2512,1.2517,1.2322,-1.34%
18/12/2014,"Dec 18, 2014",1.2286,1.2342,1.2353,1.2265,-0.46%
19/12/2014,"Dec 19, 2014",1.2228,1.2288,1.2305,1.2222,-0.47%
22/12/2014,"Dec 22, 2014",1.2231,1.2226,1.2273,1.2216,0.02%
23/12/2014,"Dec 23, 2014",1.2172,1.2231,1.2247,1.2165,-0.48%
24/12/2014,"Dec 24, 2014",1.2195,1.2172,1.2222,1.217,0.19%
25/12/2014,"Dec 25, 2014",1.2222,1.2195,1.2256,1.2186,0.22%
26/12/2014,"Dec 26, 2014",1.2176,1.2224,1.2228,1.2168,-0.38%
29/12/2014,"Dec 29, 2014",1.2152,1.2182,1.2221,1.2142,-0.20%
30/12/2014,"Dec 30, 2014",1.2157,1.2151,1.2188,1.2123,0.04%
31/12/2014,"Dec 31, 2014",1.2098,1.2155,1.2172,1.2096,-0.49%
01/01/2015,"Jan 01, 2015",1.2104,1.21,1.2107,1.2094,0.05%
