Date,ROR,Index,Leverage,,Settle,1.1
20140718,-0.0262,780800.66,0.7,,692901.21,
20140721,0.0292,803563.49,0.7,,724695.47,
20140722,0.0146,815276.52,0.7,,741322.06,
20140723,-0.0021,813564.39,0.7,,738875.69,
20140724,-0.0132,802790.05,0.7,,723549.3,
20140725,0.0271,824507.51,0.7,,754362.16,
20140728,-0.0109,815519.98,0.7,,741441.02,
20140729,0.0389,847272.43,0.7,,786764.25,
20140730,0.0298,872538.06,0.7,,823607.29,
20140731,0.0195,889571.91,0.7,,848844.98,
20140801,-0.006,884218.98,0.7,,840841.58,
20140804,-0.0098,875568.93,0.7,,827892.62,
20140805,0.0193,892482.66,0.7,,853001.42,
20140806,-0.0477,849922.14,0.7,,789062.87,
20140807,0.0256,871653.6,0.7,,820805.74,
20140808,-0.0005,871194.04,0.7,,820160.82,
20140811,-0.0072,864894.85,0.7,,810881.29,
20140812,0.003,867470.01,0.7,,814704.02,
20140813,0.0294,893015.76,0.7,,852343.34,
20140814,0.0629,949226.51,0.7,,936591.39,
20140815,-0.0034,946014.32,0.7,,931587.32,
20140818,0.0043,950119.95,0.7,,937882.19,
20140819,0.0476,995384.67,0.7,,1008035.77,
20140820,0.0416,1036827.1,0.7,,1073932.51,
20140821,0.0093,1046465.8,0.7,,1089627.27,
20140822,0.0248,1072438.29,0.7,,1132091.6,
20140825,0.0183,1092028.41,0.7,,1164647.32,
20140826,-0.0165,1074039.73,0.7,,1134449.68,
20140827,0.0053,1079722.07,0.7,,1143898.03,
20140828,-0.0112,1067642.69,0.7,,1123765.42,
20140829,0.0041,1072028.69,0.7,,1131005.68,
20140901,0,1072028.69,0.7,,1131005.68,
20140902,0.0583,1134483.74,0.7,,1234621.96,
20140903,-0.0424,1086327.63,0.7,,1152360.86,
20140904,0.0378,1127411.45,0.7,,1220811.1,
20140905,0.005,1133017.55,0.7,,1230403.18,
20140908,0.0647,1206303.37,0.7,,1355500.03,
20140909,0.0299,1242367.59,0.7,,1419189.17,
20140910,0.0123,1257644.21,0.7,,1446620.07,
20140911,0.0299,1295226.57,0.7,,1514590.55,
20140912,0.0263,1329249.45,0.7,,1577186.41,
20140915,-0.0099,1316069.93,0.7,,1552649.89,
20140916,-0.0597,1237523.85,0.7,,1406989.15,
20140917,0.0252,1268748.51,0.7,,1462705.92,
20140918,0.0505,1332766.98,0.7,,1578782.09,
20140919,0.0274,1369244.44,0.7,,1646759.93,
20140922,0.0109,1384126.86,0.7,,1674966.58,
20140923,-0.0079,1373183.64,0.7,,1654173.06,
20140924,-0.0184,1347930.49,0.7,,1606343.83,
20140925,0.0045,1353976.27,0.7,,1617702.98,
20140926,0.0145,1373650.16,0.7,,1654563.5,
20140929,-0.0154,1352453.8,0.7,,1614523.06,
20140930,0.0584,1431465.66,0.7,,1762690.15,
20141001,-0.0142,1411108.43,0.7,,1723356.98,
20141002,-0.024,1377285.67,0.7,,1658361.8,
20141003,0.0785,1485429.86,0.7,,1862932.57,
20141006,-0.0598,1396560.38,0.7,,1687870.14,
20141007,0.0176,1421116.67,0.7,,1734551.8,
20141008,0.0192,1448413.02,0.7,,1786885.71,
20141009,-0.0028,1444352.44,0.7,,1779023.41,
20141010,0.0205,1474032.59,0.7,,1836333.38,
20141013,-0.0016,1471634.46,0.7,,1831716.31,
20141014,0.0386,1528378.09,0.7,,1942822.99,
20141015,0.0041,1534676.09,0.7,,1955340.32,
20141016,-0.0147,1512192.82,0.7,,1910171.96,
20141017,-0.0011,1510466.89,0.7,,1906870.09,
20141020,0.0083,1522936.56,0.7,,1931741.12,
20141021,-0.0272,1481506.72,0.7,,1849172.99,
20141022,0.0186,1509113.28,0.7,,1903221.67,
20141023,-0.0027,1504984.29,0.7,,1895146.58,
20141024,-0.0015,1502775.94,0.7,,1890679.45,
