Date,security,holdings,cash,total,returns
2016-01-12,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-13,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-14,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-15,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-18,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-19,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-20,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-21,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-22,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-25,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-26,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-27,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-28,,0.0,157287.99999999994,157287.99999999994,0.0
2016-01-29,,0.0,157287.99999999994,157287.99999999994,0.0
2016-02-01,,0.0,157287.99999999994,157287.99999999994,0.0
2016-02-02,,0.0,157287.99999999994,157287.99999999994,0.0
2016-02-03,58380.6,58380.6,69717.09999999995,128097.69999999995,-0.1855850414526219
2016-02-04,,0.0,69717.09999999995,69717.09999999995,-0.45575057163399524
2016-02-05,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-08,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-09,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-10,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-11,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-12,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-15,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-16,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-17,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-18,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-19,,0.0,69717.09999999995,69717.09999999995,0.0
2016-02-22,-58432.8,-58432.8,186582.69999999995,128149.89999999995,0.8381415750224843
2016-02-23,,0.0,186582.69999999995,186582.69999999995,0.45597226373177047
2016-02-24,,0.0,186582.69999999995,186582.69999999995,0.0
2016-02-25,,0.0,186582.69999999995,186582.69999999995,0.0
2016-02-26,,0.0,186582.69999999995,186582.69999999995,0.0
2016-02-29,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-01,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-02,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-03,,0.0,186582.69999999995,186582.69999999995,0.0
